,date,car_model,brand,units_sold,price,total_sales
432,2025-09-03,Slavia,Skoda,7.0,1350000.0,9450000.0
433,2025-09-04,Sonet,Kia,22.0,900000.0,19800000.0
434,2025-09-05,Safari,Tata,10.0,1800000.0,18000000.0
435,2025-09-05,Amaze,Honda,7.0,800000.0,5600000.0
436,2025-09-06,City,Honda,9.0,1100000.0,9900000.0
437,2025-09-06,Slavia,Skoda,9.0,1350000.0,12150000.0
438,2025-09-10,Verna,Hyundai,12.0,1100000.0,13200000.0
439,2025-09-11,Seltos,Kia,6.0,1250000.0,7500000.0
440,2025-09-13,Venue,Hyundai,12.0,950000.0,11400000.0
441,2025-09-15,Harrier,Tata,14.0,1700000.0,23800000.0
442,2025-09-15,Thar,Mahindra,22.0,1500000.0,33000000.0
443,2025-09-16,Slavia,Skoda,17.0,1350000.0,22950000.0
444,2025-09-17,Baleno,Maruti,15.0,700000.0,10500000.0
445,2025-09-18,Kushaq,Skoda,18.0,1300000.0,23400000.0
446,2025-09-19,Nexon,Tata,,800000.0,
447,2025-09-25,Thar,Mahindra,6.0,1500000.0,9000000.0
448,2025-09-25,Verna,Hyundai,7.0,1100000.0,7700000.0
449,2025-09-26,Nexon,Tata,15.0,800000.0,12000000.0
450,2025-09-28,Punch,Tata,8.0,600000.0,4800000.0
451,2025-09-30,Brezza,Maruti,5.0,850000.0,4250000.0
452,2025-10-02,Kushaq,Skoda,41.0,1300000.0,53300000.0
453,2025-10-02,Safari,Tata,29.0,1800000.0,52200000.0
454,2025-10-03,Venue,Hyundai,48.0,950000.0,45600000.0
455,2025-10-04,Verna,Hyundai,47.0,1100000.0,51700000.0
456,2025-10-09,Punch,Tata,41.0,600000.0,24600000.0
457,2025-10-11,Nexon,Tata,25.0,800000.0,20000000.0
458,2025-10-21,Creta,Hyundai,27.0,1200000.0,32400000.0
459,2025-10-22,Punch,Tata,35.0,600000.0,21000000.0
460,2025-10-24,City,Honda,29.0,1100000.0,31900000.0
461,2025-10-25,Safari,Tata,45.0,1800000.0,81000000.0
462,2025-10-27,Amaze,Honda,22.0,800000.0,17600000.0
463,2025-11-01,Thar,Mahindra,55.0,1500000.0,82500000.0
464,2025-11-01,Creta,Hyundai,35.0,1200000.0,42000000.0
465,2025-11-04,Creta,Hyundai,22.0,1200000.0,26400000.0
466,2025-11-05,Sonet,Kia,41.0,900000.0,36900000.0
467,2025-11-06,Venue,Hyundai,,950000.0,
468,2025-11-07,Slavia,Skoda,33.0,1350000.0,44550000.0
469,2025-11-08,Safari,Tata,39.0,1800000.0,70200000.0
470,2025-11-08,Sonet,Kia,36.0,900000.0,32400000.0
471,2025-11-12,Baleno,Maruti,33.0,700000.0,23100000.0
472,2025-11-12,Creta,Hyundai,20.0,,
473,2025-11-13,Creta,Hyundai,21.0,1200000.0,25200000.0
474,2025-11-15,Amaze,Honda,21.0,800000.0,16800000.0
475,2025-11-15,Slavia,Skoda,32.0,1350000.0,43200000.0
476,2025-11-18,Slavia,Skoda,39.0,1350000.0,52650000.0
477,2025-11-19,Slavia,Skoda,30.0,1350000.0,40500000.0
478,2025-11-20,Sonet,Kia,55.0,900000.0,49500000.0
479,2025-11-22,Swift,Maruti,50.0,650000.0,32500000.0
480,2025-11-24,XUV700,Mahindra,23.0,2000000.0,46000000.0
481,2025-11-24,Creta,Hyundai,52.0,1200000.0,62400000.0
482,2025-11-28,Sonet,Kia,27.0,900000.0,24300000.0
483,2025-11-29,Kushaq,Skoda,42.0,1300000.0,54600000.0
484,2025-11-29,Safari,Tata,51.0,1800000.0,91800000.0
485,2025-12-02,Thar,Mahindra,43.0,1500000.0,64500000.0
486,2025-12-02,City,Honda,42.0,1100000.0,46200000.0
487,2025-12-04,Sonet,Kia,30.0,900000.0,27000000.0
488,2025-12-04,Brezza,Maruti,30.0,850000.0,25500000.0
489,2025-12-05,Amaze,Honda,50.0,800000.0,40000000.0
490,2025-12-09,City,Honda,31.0,1100000.0,34100000.0
491,2025-12-10,Creta,Hyundai,30.0,1200000.0,36000000.0
492,2025-12-14,City,Honda,35.0,1100000.0,38500000.0
493,2025-12-15,Punch,Tata,25.0,600000.0,15000000.0
494,2025-12-15,Baleno,Maruti,35.0,700000.0,24500000.0
495,2025-12-20,City,Honda,33.0,1100000.0,36300000.0
496,2025-12-20,Sonet,Kia,21.0,900000.0,18900000.0
497,2025-12-25,Baleno,Maruti,24.0,700000.0,16800000.0
498,2025-12-25,Sonet,Kia,46.0,900000.0,41400000.0
499,2025-12-26,City,Honda,34.0,1100000.0,37400000.0
